Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,20_02_2022-01_03_24,-30.0,45,45,12.154040412452634,48.83087334941182,48.192982456140356,48.1140350877193,46.114035087719294,46.07017543859649,46.114035087719294,46.07017543859649,48.192982456140356,48.1140350877193,39.03508771929825,39.46491228070176
Wisconsin Breast Cancer Database,20_02_2022-01_04_56,-25.0,45,45,3.329709629254142,47.90375681664264,44.35087719298245,44.49999999999999,41.333333333333336,41.72807017543859,41.333333333333336,41.72807017543859,44.35087719298245,44.49999999999999,32.70175438596491,33.5
Wisconsin Breast Cancer Database,20_02_2022-01_06_34,-20.0,45,45,0.3315082977265978,46.249002396611054,41.40350877192982,41.385964912280706,36.570175438596486,36.99122807017544,36.570175438596486,36.99122807017544,41.40350877192982,41.385964912280706,25.517543859649127,26.517543859649116
Wisconsin Breast Cancer Database,20_02_2022-01_08_11,-15.0,45,45,0.006012228895652606,43.43709156564573,34.973684210526315,35.3421052631579,28.263157894736846,29.01754385964912,28.263157894736846,29.01754385964912,34.973684210526315,35.3421052631579,16.307017543859647,17.86842105263158
Wisconsin Breast Cancer Database,20_02_2022-01_09_49,-10.0,45,45,2.575052852432256e-06,38.443153214439505,25.508771929824558,26.254385964912284,18.01754385964912,19.04385964912281,18.01754385964912,19.04385964912281,25.508771929824558,26.254385964912284,9.31578947368421,11.043859649122812
Wisconsin Breast Cancer Database,20_02_2022-01_11_18,-5.0,45,45,2.466837650329405e-15,30.457979735344015,15.552631578947373,16.263157894736846,10.008771929824556,11.140350877192983,10.008771929824556,11.140350877192983,15.552631578947373,16.263157894736846,6.035087719298248,7.552631578947366
Wisconsin Breast Cancer Database,20_02_2022-01_12_46,0.0,45,45,0.0,19.01748780773517,7.53508771929825,8.833333333333337,5.552631578947365,6.868421052631579,5.552631578947365,6.868421052631579,7.53508771929825,8.833333333333337,4.46491228070175,5.780701754385964
Wisconsin Breast Cancer Database,20_02_2022-01_14_51,5.0,45,45,0.0,7.911175917728218,3.622807017543861,5.385964912280706,3.2631578947368456,5.096491228070176,3.2631578947368456,5.096491228070176,3.622807017543861,5.385964912280706,2.9912280701754335,4.894736842105263
Wisconsin Breast Cancer Database,20_02_2022-01_17_03,10.0,45,45,0.0,1.7027412648718994,1.5526315789473721,4.219298245614034,1.5789473684210575,4.175438596491232,1.5789473684210575,4.175438596491232,1.5526315789473721,4.219298245614034,1.5877192982456156,4.18421052631579
Wisconsin Breast Cancer Database,20_02_2022-01_18_33,15.0,45,45,0.0,0.07646624826343842,0.9298245614035139,3.833333333333333,1.0438596491228025,3.842105263157891,1.0438596491228025,3.842105263157891,0.9298245614035139,3.833333333333333,1.0614035087719298,3.771929824561404
