Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,19_02_2022-23_56_39,-30.0,45,0.45,44.71939889566113,49.88214600052007,47.54385964912281,47.745614035087726,45.92105263157895,46.3859649122807,50.043859649122815,50.49122807017543,47.54385964912281,47.745614035087726,48.377192982456144,48.91228070175438
Wisconsin Breast Cancer Database,19_02_2022-23_58_03,-25.0,45,0.45,40.66499394294509,49.789743995673035,45.41228070175438,45.45614035087719,42.438596491228076,42.62280701754386,49.7719298245614,49.55263157894737,45.41228070175438,45.45614035087719,48.473684210526315,48.46491228070175
Wisconsin Breast Cancer Database,19_02_2022-23_59_29,-20.0,45,0.45,33.77002510856787,49.62397250940894,40.5,40.70175438596492,35.23684210526316,35.877192982456144,47.86842105263158,48.08771929824561,40.5,40.70175438596492,45.12280701754386,45.39473684210527
Wisconsin Breast Cancer Database,20_02_2022-00_01_02,-15.0,45,0.45,23.724087456242877,49.33825621496864,34.86842105263158,35.29824561403508,29.087719298245617,29.763157894736846,48.526315789473685,48.51754385964912,34.86842105263158,35.29824561403508,43.59649122807018,43.99122807017544
Wisconsin Breast Cancer Database,20_02_2022-00_02_41,-10.0,45,0.45,12.248448561204299,48.83277342832823,25.868421052631575,26.44736842105263,18.429824561403507,19.41228070175438,45.09649122807018,45.20175438596491,25.868421052631575,26.44736842105263,38.5438596491228,39.17543859649123
Wisconsin Breast Cancer Database,20_02_2022-00_04_21,-5.0,45,0.45,3.3639051463305156,47.89322546658807,14.95614035087719,15.763157894736846,10.228070175438598,11.473684210526313,43.08771929824562,43.24561403508772,14.95614035087719,15.763157894736846,31.938596491228065,32.57017543859649
Wisconsin Breast Cancer Database,20_02_2022-00_06_06,0.0,45,0.45,0.35742430488037813,46.30078203569399,7.614035087719295,8.912280701754383,5.394736842105264,6.903508771929823,39.026315789473685,39.16666666666667,7.614035087719295,8.912280701754383,23.692982456140356,24.798245614035086
Wisconsin Breast Cancer Database,20_02_2022-00_08_07,5.0,45,0.45,0.00884888985831656,43.480864419918376,3.491228070175434,5.508771929824563,3.0789473684210478,5.35964912280702,33.71929824561404,34.36842105263158,3.491228070175434,5.508771929824563,14.149122807017545,15.815789473684205
Wisconsin Breast Cancer Database,20_02_2022-00_10_07,10.0,45,0.45,2.0110665245944183e-06,38.44468142532186,1.8421052631578894,4.350877192982461,1.956140350877189,4.359649122807019,25.315789473684212,25.684210526315788,1.8421052631578894,4.350877192982461,8.517543859649123,10.236842105263156
Wisconsin Breast Cancer Database,20_02_2022-00_11_56,15.0,45,0.45,7.55974230583577e-15,30.525335435168465,1.078947368421057,3.833333333333333,1.219298245614031,3.885964912280704,15.07017543859649,15.631578947368418,1.078947368421057,3.833333333333333,5.807017543859649,7.298245614035093
