Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, gd_es_min)","Error probability (alpha, gd_es_min)","Mismatch probability (alpha, gd_vanilla)","Error probability (alpha, gd_vanilla)",Mismatch probability (alpha_beta),Error probability (alpha_beta)
Parkinson Database,03_01_2022-23_39_48,-20.0,30,5.477225575051661,31.715799775601912,47.821247447068565,47.43589743589743,47.743589743589745,45.692307692307686,44.87179487179487,45.692307692307686,44.87179487179487,38.153846153846146,38.66666666666667
Parkinson Database,03_01_2022-23_41_21,-15.0,30,5.477225575051661,21.26379583129242,46.22203642289322,46.97435897435898,48.05128205128205,42.1025641025641,42.666666666666664,42.1025641025641,42.666666666666664,32.05128205128205,34.66666666666667
Parkinson Database,03_01_2022-23_43_06,-10.0,30,5.477225575051661,11.528399288369048,43.71620786427849,41.17948717948718,42.717948717948715,36.05128205128205,36.97435897435898,36.05128205128205,36.97435897435898,27.384615384615387,30.56410256410257
Parkinson Database,03_01_2022-23_45_08,-5.0,30,5.477225575051661,3.4814706721284927,38.50809613491249,37.89743589743589,39.23076923076923,30.25641025641026,32.30769230769231,30.25641025641026,32.30769230769231,21.74358974358974,26.97435897435897
Parkinson Database,03_01_2022-23_47_29,0.0,30,5.477225575051661,0.5826991628916088,32.300988225868934,31.07692307692308,33.64102564102565,22.358974358974358,26.871794871794876,22.358974358974358,26.871794871794876,16.307692307692314,21.53846153846154
Parkinson Database,03_01_2022-23_49_57,5.0,30,5.477225575051661,0.019066270521361842,21.4884900402885,20.769230769230774,24.35897435897436,15.743589743589748,20.358974358974358,15.743589743589748,20.358974358974358,13.641025641025639,18.666666666666664
Parkinson Database,03_01_2022-23_53_40,10.0,30,5.477225575051661,1.3546906842893831e-05,13.68603363456512,15.538461538461535,20.102564102564102,12.615384615384617,17.58974358974359,12.615384615384617,17.58974358974359,11.487179487179489,17.794871794871792
Parkinson Database,03_01_2022-23_56_58,15.0,30,5.477225575051661,2.4607005891597603e-11,6.9187567071459535,7.846153846153847,13.692307692307693,7.435897435897432,13.076923076923075,7.435897435897432,13.076923076923075,7.179487179487176,12.82051282051282
Parkinson Database,04_01_2022-00_00_03,20.0,30,5.477225575051661,0.0,3.800909657361103,4.666666666666663,13.435897435897438,4.820512820512823,12.564102564102564,4.820512820512823,12.564102564102564,4.564102564102567,13.025641025641022
