Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,18_02_2022-22_27_32,-30.0,30,30,19.924019686113198,48.815713208416646,47.79824561403508,48.01754385964912,45.10526315789474,45.46491228070175,45.10526315789474,45.46491228070175,39.868421052631575,40.421052631578945,44.07894736842105,44.36842105263158
Wisconsin Breast Cancer Database,18_02_2022-22_29_31,-25.0,30,30,8.612850743954644,47.89774550281868,45.41228070175438,45.23684210526315,43.52631578947368,43.824561403508774,43.52631578947368,43.824561403508774,36.09649122807017,36.2719298245614,40.973684210526315,41.780701754385966
Wisconsin Breast Cancer Database,18_02_2022-22_31_36,-20.0,30,30,2.0618348835244715,46.2856617169981,42.00000000000001,41.921052631578945,39.23684210526316,39.50877192982456,39.23684210526316,39.50877192982456,29.701754385964907,30.026315789473678,34.37719298245614,35.0
Wisconsin Breast Cancer Database,18_02_2022-22_34_19,-15.0,30,30,0.14251374971804281,43.35676360376011,35.421052631578945,35.982456140350884,30.263157894736846,31.157894736842106,30.263157894736846,31.157894736842106,22.289473684210527,23.131578947368425,20.666666666666668,21.964912280701753
Wisconsin Breast Cancer Database,18_02_2022-22_37_07,-10.0,30,30,0.0012218205708770195,38.45469033357075,27.535087719298247,27.67543859649123,20.93859649122807,21.728070175438596,20.93859649122807,21.728070175438596,16.675438596491233,16.92105263157895,12.508771929824558,14.12280701754386
Wisconsin Breast Cancer Database,18_02_2022-22_39_53,-5.0,30,30,1.2503118511875723e-07,30.709176988765275,18.271929824561404,19.52631578947368,12.517543859649127,14.210526315789473,12.517543859649127,14.210526315789473,9.280701754385968,10.76315789473684,8.122807017543865,10.342105263157897
Wisconsin Breast Cancer Database,18_02_2022-22_42_37,0.0,30,30,0.0,18.826748726751795,8.605263157894738,9.675438596491226,5.929824561403507,7.4561403508771935,5.929824561403507,7.4561403508771935,3.631578947368419,5.298245614035091,4.640350877192978,6.342105263157894
Wisconsin Breast Cancer Database,18_02_2022-22_45_32,5.0,30,30,0.0,8.018221553689104,4.175438596491232,6.342105263157894,3.631578947368419,5.5701754385964914,3.631578947368419,5.5701754385964914,1.5175438596491175,4.333333333333334,3.2456140350877183,5.149122807017548
Wisconsin Breast Cancer Database,18_02_2022-22_48_28,10.0,30,30,0.0,1.4704798879138077,1.8421052631578894,4.675438596491233,1.8684210526315748,4.736842105263161,1.8684210526315748,4.736842105263161,0.8245614035087723,4.1315789473684195,1.7807017543859605,4.473684210526319
