Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,16_02_2022-15_25_44,-40.0,60,7.745966692414834,47.390728312181736,49.956457992062795,38.46153846153846,41.02564102564102,38.46153846153846,41.02564102564102,38.46153846153846,41.02564102564102,38.46153846153846,41.02564102564102,38.46153846153846,41.02564102564102
Parkinson Database,16_02_2022-15_25_45,-25.0,60,7.745966692414834,34.99225237121467,49.741499091905695,48.71794871794872,46.15384615384615,48.71794871794872,46.15384615384615,48.71794871794872,46.15384615384615,48.71794871794872,46.15384615384615,48.71794871794872,46.15384615384615
Parkinson Database,16_02_2022-15_25_45,-10.0,60,7.745966692414834,3.393165178069236,48.371410387842204,38.46153846153846,28.205128205128204,38.46153846153846,28.205128205128204,38.46153846153846,28.205128205128204,38.46153846153846,28.205128205128204,38.46153846153846,28.205128205128204
Parkinson Database,16_02_2022-15_25_45,5.0,60,7.745966692414834,3.1069976027872863e-06,41.657884388879005,20.512820512820518,23.076923076923073,20.512820512820518,23.076923076923073,20.512820512820518,23.076923076923073,20.512820512820518,23.076923076923073,20.512820512820518,23.076923076923073
