Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)"
Heart Diseases Database,04_01_2022-09_17_37,-25.0,30,5.477225575051661,39.16759970167502,48.93199234695184,48.699999999999996,49.16666666666667,47.699999999999996,48.633333333333326,47.699999999999996,48.633333333333326,44.733333333333334,46.86666666666667
Heart Diseases Database,04_01_2022-09_26_48,-20.0,30,5.477225575051661,31.373346374207355,48.12991855323666,46.333333333333336,48.06666666666667,45.93333333333334,48.33333333333333,45.93333333333334,48.33333333333333,42.53333333333333,45.86666666666667
Heart Diseases Database,04_01_2022-09_36_39,-15.0,30,5.477225575051661,21.49536011552354,46.741169390313054,47.8,47.66666666666667,44.03333333333334,45.49999999999999,44.03333333333334,45.49999999999999,36.1,39.76666666666666
Heart Diseases Database,04_01_2022-09_48_59,-10.0,30,5.477225575051661,7.88879490499159,43.962553505835274,43.03333333333333,45.699999999999996,39.56666666666667,41.900000000000006,39.56666666666667,41.900000000000006,29.300000000000004,33.233333333333334
Heart Diseases Database,04_01_2022-10_04_28,-5.0,30,5.477225575051661,1.4469177952249246,39.7318221617197,38.83333333333333,42.666666666666664,32.266666666666666,34.766666666666666,32.266666666666666,34.766666666666666,21.333333333333336,26.03333333333333
Heart Diseases Database,04_01_2022-10_32_44,0.0,30,5.477225575051661,0.07950812947042994,33.29169657845002,33.86666666666667,37.8,25.1,29.500000000000004,25.1,29.500000000000004,16.366666666666664,22.099999999999998
Heart Diseases Database,04_01_2022-11_23_37,5.0,30,5.477225575051661,0.0005686634090846022,25.125680568331166,25.26666666666667,31.566666666666666,16.900000000000006,23.4,16.900000000000006,23.4,12.03333333333333,18.600000000000005
Heart Diseases Database,04_01_2022-12_06_11,10.0,30,5.477225575051661,6.347023000693083e-08,15.996220266891156,16.066666666666663,25.93333333333333,11.333333333333329,21.133333333333336,11.333333333333329,21.133333333333336,10.7,19.033333333333335
Heart Diseases Database,04_01_2022-12_18_18,15.0,30,5.477225575051661,0.0,9.138143040497136,9.666666666666668,22.56666666666667,8.566666666666666,19.066666666666666,8.566666666666666,19.066666666666666,8.566666666666666,18.999999999999993
