Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,18_02_2022-01_32_56,-30.0,30,900,0.6400692003140492,43.81547944096746,48.641025641025635,49.30769230769231,46.02564102564103,46.02564102564103,14.7948717948718,20.8974358974359,14.717948717948715,20.820512820512814,14.358974358974363,20.307692307692303
Parkinson Database,18_02_2022-01_34_15,-25.0,30,900,0.0191092067160341,39.2772738414045,47.46153846153847,47.794871794871796,44.6923076923077,45.38461538461539,9.743589743589743,15.666666666666663,9.743589743589743,15.666666666666663,9.743589743589743,15.666666666666663
Parkinson Database,18_02_2022-01_35_38,-20.0,30,900,3.9735438218974764e-05,31.79974383199488,44.92307692307692,45.179487179487175,39.717948717948715,41.15384615384615,5.564102564102569,13.564102564102566,5.564102564102569,13.564102564102566,5.641025641025643,13.589743589743586
Parkinson Database,18_02_2022-01_37_01,-15.0,30,900,2.1264926571754691e-10,21.57321262221594,40.820512820512825,42.769230769230774,34.15384615384616,35.794871794871796,3.1282051282051304,13.48717948717949,3.1282051282051304,13.48717948717949,3.230769230769226,13.48717948717949
Parkinson Database,18_02_2022-01_38_28,-10.0,30,900,0.0,10.601895672739339,34.38461538461538,35.794871794871796,25.84615384615384,29.051282051282044,2.205128205128204,11.102564102564106,2.205128205128204,11.102564102564106,2.2564102564102573,11.051282051282051
Parkinson Database,18_02_2022-01_39_50,-5.0,30,900,0.0,3.45901621136434,25.0,29.25641025641026,19.333333333333336,24.923076923076927,1.3076923076923097,12.076923076923073,1.3076923076923097,12.076923076923073,1.3333333333333308,12.051282051282053
Parkinson Database,18_02_2022-01_41_18,0.0,30,900,0.0,0.42667566959694286,17.179487179487175,21.58974358974359,13.282051282051277,18.76923076923077,1.0512820512820542,11.66666666666667,1.0512820512820542,11.66666666666667,1.0769230769230753,11.641025641025637
Parkinson Database,18_02_2022-01_42_38,5.0,30,900,0.0,0.014887909414782678,10.230769230769232,16.538461538461537,8.999999999999996,15.717948717948715,0.6923076923076921,11.871794871794872,0.666666666666671,11.897435897435892,0.6410256410256387,11.769230769230765
Parkinson Database,18_02_2022-01_43_49,10.0,30,900,0.0,1.2562740398797264e-05,5.871794871794867,13.923076923076927,6.07692307692308,13.923076923076927,0.6153846153846176,12.358974358974361,0.6153846153846176,12.358974358974361,0.5641025641025643,12.358974358974361
