Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,18_02_2022-00_45_17,-30.0,30,5.477225575051661,36.25158580845516,49.52342242601495,49.17948717948718,49.30769230769231,47.15384615384616,47.43589743589743,49.846153846153854,49.82051282051282,47.07692307692307,47.87179487179487,44.61538461538461,45.25641025641025
Parkinson Database,18_02_2022-00_46_05,-25.0,30,5.477225575051661,27.45918712889368,49.157587775952614,46.53846153846154,46.94871794871794,43.64102564102564,45.53846153846154,47.743589743589745,49.17948717948718,44.948717948717956,45.87179487179487,40.07692307692308,42.43589743589744
Parkinson Database,18_02_2022-00_47_15,-20.0,30,5.477225575051661,16.483779908374743,48.48607636388543,45.61538461538461,45.82051282051282,39.10256410256411,39.97435897435897,47.02564102564103,46.56410256410256,45.92307692307692,45.1025641025641,32.948717948717956,35.2051282051282
Parkinson Database,18_02_2022-00_48_33,-15.0,30,5.477225575051661,7.096961021962299,47.31028669837899,40.871794871794876,41.666666666666664,32.99999999999999,34.87179487179487,46.25641025641025,46.38461538461538,43.179487179487175,43.25641025641026,28.076923076923077,30.56410256410257
Parkinson Database,18_02_2022-00_49_50,-10.0,30,5.477225575051661,1.723279101002892,45.16522692495337,33.94871794871794,35.76923076923077,24.51282051282051,28.12820512820513,42.179487179487175,42.717948717948715,40.256410256410255,39.92307692307693,21.23076923076923,26.025641025641022
Parkinson Database,18_02_2022-00_51_13,-5.0,30,5.477225575051661,0.09826693560088622,41.48935882378239,27.846153846153843,30.820512820512825,20.205128205128208,24.615384615384617,42.8974358974359,44.12820512820513,39.46153846153846,40.17948717948718,17.333333333333336,22.615384615384613
Parkinson Database,18_02_2022-00_52_47,0.0,30,5.477225575051661,0.000454098170467439,35.28444915221135,16.820512820512825,21.17948717948718,12.948717948717947,18.538461538461537,35.71794871794872,37.61538461538462,33.87179487179487,34.692307692307686,12.461538461538456,18.051282051282048
Parkinson Database,18_02_2022-00_54_40,5.0,30,5.477225575051661,1.3584571824981488e-08,26.29742616734711,10.076923076923073,15.589743589743588,8.897435897435901,14.974358974358971,32.51282051282052,34.07692307692308,31.384615384615387,31.769230769230774,8.974358974358976,15.205128205128204
Parkinson Database,18_02_2022-00_56_43,10.0,30,5.477225575051661,0.0,15.253803342461197,5.9487179487179525,14.076923076923077,5.974358974358973,14.256410256410257,25.051282051282055,28.30769230769231,23.666666666666668,26.256410256410255,7.153846153846155,15.025641025641024
