Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,18_02_2022-17_16_38,-30.0,60,30.0,13.971191212257617,49.17824149785004,48.38461538461538,48.410256410256416,44.948717948717956,46.41025641025641,47.179487179487175,48.743589743589745,43.43589743589743,44.48717948717948,42.48717948717948,44.51282051282052
Parkinson Database,18_02_2022-17_18_05,-25.0,60,30.0,5.179393574499268,48.54489668297068,45.38461538461539,45.97435897435898,42.666666666666664,43.00000000000001,46.25641025641025,46.23076923076923,42.1025641025641,42.48717948717948,37.205128205128204,38.256410256410255
Parkinson Database,18_02_2022-17_20_06,-20.0,60,30.0,0.8402100238267824,47.43830498297624,44.230769230769226,45.46153846153847,37.17948717948718,38.717948717948715,43.61538461538461,44.6923076923077,39.69230769230769,40.871794871794876,31.102564102564102,33.61538461538461
Parkinson Database,18_02_2022-17_22_22,-15.0,60,30.0,0.023341663811418757,45.46266266744683,39.46153846153846,41.0,30.897435897435898,32.8974358974359,38.38461538461539,39.358974358974365,36.89743589743589,38.02564102564102,24.51282051282051,28.358974358974354
Parkinson Database,18_02_2022-17_24_41,-10.0,60,30.0,3.115014390811023e-05,42.02103560844373,34.179487179487175,36.256410256410255,23.974358974358978,27.384615384615387,33.48717948717949,35.66666666666667,30.28205128205128,32.51282051282052,17.948717948717952,22.282051282051285
Parkinson Database,18_02_2022-17_27_05,-5.0,60,30.0,1.2601757244550087e-12,36.1049050106477,22.974358974358978,25.076923076923073,16.487179487179482,20.179487179487175,26.743589743589745,28.538461538461533,23.51282051282051,24.69230769230769,13.435897435897438,18.153846153846153
Parkinson Database,18_02_2022-17_29_35,0.0,60,30.0,0.0,27.079645311960647,15.12820512820513,18.974358974358974,11.435897435897434,16.46153846153846,20.128205128205124,23.564102564102562,16.692307692307693,19.205128205128208,9.923076923076923,16.076923076923077
Parkinson Database,18_02_2022-17_32_07,5.0,60,30.0,0.0,15.531167230332446,7.743589743589741,13.923076923076927,6.641025641025644,13.48717948717949,13.025641025641022,17.46153846153846,9.179487179487179,13.30769230769231,6.256410256410261,13.358974358974363
Parkinson Database,18_02_2022-17_34_38,10.0,60,30.0,0.0,5.852882978612796,4.538461538461536,11.923076923076925,4.205128205128206,11.487179487179489,8.153846153846157,13.692307692307693,5.179487179487174,11.128205128205126,4.153846153846152,11.743589743589745
