Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,19_08_2022-11_16_45,-30.0,60,7.745966692414834,25.452421375008743,49.55850361629245,45.92631578947368,45.79298245614035,44.47719298245614,44.39298245614035,47.95789473684211,47.80350877192983,45.92631578947368,45.79298245614035,45.371929824561406,45.343859649122805
Wisconsin Breast Cancer Database,19_08_2022-11_17_13,-29.0,60,7.745966692414834,22.970644615192786,49.504635725654026,45.680701754385964,45.77894736842105,43.95438596491228,44.01754385964912,47.70175438596491,47.76491228070176,45.680701754385964,45.77894736842105,45.263157894736835,45.42456140350877
Wisconsin Breast Cancer Database,19_08_2022-11_17_41,-28.0,60,7.745966692414834,20.3676396636908,49.4441961197876,44.694736842105264,44.666666666666664,43.12280701754386,43.13684210526316,47.31228070175438,47.29824561403508,44.694736842105264,44.666666666666664,44.48070175438596,44.677192982456134
Wisconsin Breast Cancer Database,19_08_2022-11_18_12,-27.0,60,7.745966692414834,17.68319796149404,49.37638340729356,44.24561403508772,44.36491228070175,42.02807017543859,42.14035087719298,46.77894736842105,46.86315789473684,44.24561403508772,44.36491228070175,43.56491228070175,43.72631578947368
Wisconsin Breast Cancer Database,19_08_2022-11_18_38,-26.0,60,7.745966692414834,14.97207826401214,49.30029860986174,43.59649122807018,43.694736842105264,41.66315789473685,41.761403508771934,46.873684210526314,46.92280701754385,43.59649122807018,43.694736842105264,43.238596491228066,43.385964912280706
Wisconsin Breast Cancer Database,19_08_2022-11_19_05,-25.0,60,7.745966692414834,12.30373179575601,49.21493333637733,42.978947368421046,43.03508771929825,40.96842105263158,41.08771929824562,46.74035087719298,46.78245614035088,42.978947368421046,43.03508771929825,42.38947368421052,42.64912280701755
Wisconsin Breast Cancer Database,19_08_2022-11_19_35,-24.0,60,7.745966692414834,9.759198832475937,49.11915654764983,42.68771929824562,42.652631578947364,40.08771929824562,39.99649122807018,46.585964912280694,46.49473684210527,42.68771929824562,42.652631578947364,41.95438596491228,42.01052631578948
Wisconsin Breast Cancer Database,19_08_2022-11_20_03,-23.0,60,7.745966692414834,7.424215388174959,49.0116997536547,41.15087719298246,41.003508771929816,38.891228070175444,38.77894736842106,46.256140350877196,46.07368421052631,41.15087719298246,41.003508771929816,41.22105263157895,41.27017543859649
Wisconsin Breast Cancer Database,19_08_2022-11_20_34,-22.0,60,7.745966692414834,5.378340913960674,48.89114047157398,40.396491228070175,40.452631578947376,37.449122807017545,37.37894736842106,45.46315789473684,45.357894736842105,40.396491228070175,40.452631578947376,39.99649122807018,40.164912280701756
Wisconsin Breast Cancer Database,19_08_2022-11_21_13,-21.0,60,7.745966692414834,3.6815032797808436,48.75588376001788,39.473684210526315,39.55087719298246,35.43859649122807,35.592982456140355,44.36842105263158,44.49473684210526,39.473684210526315,39.55087719298246,38.463157894736845,38.72280701754386
