Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,19_08_2022-12_49_40,-30.0,60,60,3.848717438125545,48.77142788844566,45.36491228070175,45.47017543859649,44.39298245614035,44.308771929824566,44.39298245614035,44.308771929824566,45.36491228070175,45.47017543859649,38.515789473684215,38.80350877192983
Wisconsin Breast Cancer Database,19_08_2022-12_50_09,-29.0,60,60,2.487330133726333,48.621580099846256,44.99999999999999,45.09122807017544,43.83508771929825,43.99649122807018,43.83508771929825,43.99649122807018,44.99999999999999,45.09122807017544,37.21052631578947,37.477192982456145
Wisconsin Breast Cancer Database,19_08_2022-12_50_49,-28.0,60,60,1.4946746897932985,48.453473140807525,44.94385964912281,44.84561403508772,43.382456140350875,43.277192982456135,43.382456140350875,43.277192982456135,44.94385964912281,44.84561403508772,35.90877192982455,36.0280701754386
Wisconsin Breast Cancer Database,19_08_2022-12_51_14,-27.0,60,60,0.8272532372270821,48.2648893729373,44.94736842105264,44.88421052631579,42.77894736842105,42.68771929824562,42.77894736842105,42.68771929824562,44.94736842105264,44.88421052631579,34.05263157894737,34.31228070175438
Wisconsin Breast Cancer Database,19_08_2022-12_51_50,-26.0,60,60,0.4169902579431606,48.05334481632721,43.64912280701755,43.62105263157895,41.23157894736842,41.23859649122807,41.23157894736842,41.23859649122807,43.64912280701755,43.62105263157895,32.329824561403505,32.652631578947364
Wisconsin Breast Cancer Database,19_08_2022-12_52_19,-25.0,60,60,0.1886307748509605,47.81605840090074,42.90526315789474,42.96140350877194,40.56491228070176,40.63508771929825,40.56491228070176,40.63508771929825,42.90526315789474,42.96140350877194,30.785964912280704,31.136842105263163
Wisconsin Breast Cancer Database,19_08_2022-12_52_56,-24.0,60,60,0.07505912491593178,47.54991818473721,42.1438596491228,42.305263157894736,39.71228070175439,39.838596491228074,39.71228070175439,39.838596491228074,42.1438596491228,42.305263157894736,28.44561403508772,28.929824561403507
Wisconsin Breast Cancer Database,19_08_2022-12_53_37,-23.0,60,60,0.025592954739418236,47.25144446351416,41.487719298245615,41.487719298245615,38.59298245614035,38.65614035087719,38.59298245614035,38.65614035087719,41.487719298245615,41.487719298245615,26.34736842105263,26.74736842105263
Wisconsin Breast Cancer Database,19_08_2022-12_55_57,-22.0,60,60,0.0072396835994806685,46.916749805488685,40.28771929824562,40.30877192982456,37.07368421052632,37.08070175438597,37.07368421052632,37.08070175438597,40.28771929824562,40.30877192982456,24.273684210526312,24.575438596491228
Wisconsin Breast Cancer Database,19_08_2022-12_58_42,-21.0,60,60,0.001633360391065967,46.54149621810898,38.9859649122807,39.189473684210526,35.36140350877193,35.55789473684211,35.36140350877193,35.55789473684211,38.9859649122807,39.189473684210526,21.392982456140352,22.03859649122807
Wisconsin Breast Cancer Database,19_08_2022-13_06_47,-20.0,60,60,0.00027932567853419717,46.12084991153825,37.71929824561403,37.65614035087719,33.8421052631579,33.968421052631584,33.8421052631579,33.968421052631584,37.71929824561403,37.65614035087719,18.975438596491223,19.508771929824565
Wisconsin Breast Cancer Database,19_08_2022-13_13_43,-19.0,60,60,3.3754619429822995e-05,45.64943450729831,36.14385964912281,36.37543859649123,31.322807017543862,31.498245614035092,31.322807017543862,31.498245614035092,36.14385964912281,36.37543859649123,16.266666666666662,16.919298245614034
Wisconsin Breast Cancer Database,19_08_2022-13_14_07,-18.0,60,60,2.615467376886876e-06,45.12128409666055,35.136842105263156,35.199999999999996,30.284210526315793,30.38947368421052,30.284210526315793,30.38947368421052,35.136842105263156,35.199999999999996,14.557894736842103,15.168421052631576
Wisconsin Breast Cancer Database,19_08_2022-13_14_48,-17.0,60,60,1.1428555845347868e-07,44.52979835066385,34.03157894736842,34.20701754385965,28.77543859649123,28.92280701754386,28.77543859649123,28.92280701754386,34.03157894736842,34.20701754385965,12.585964912280701,13.238596491228073
Wisconsin Breast Cancer Database,19_08_2022-13_15_28,-16.0,60,60,2.3953023774973833e-09,43.86770301210712,31.691228070175438,31.866666666666667,26.20350877192983,26.287719298245616,26.20350877192983,26.287719298245616,31.691228070175438,31.866666666666667,10.740350877192984,11.491228070175442
Wisconsin Breast Cancer Database,19_08_2022-13_17_54,-15.0,60,60,1.9717414835365908e-11,43.127020677799926,29.940350877192976,30.052631578947363,23.86315789473684,23.87719298245614,23.86315789473684,23.87719298245614,29.940350877192976,30.052631578947363,9.007017543859652,9.792982456140354
Wisconsin Breast Cancer Database,19_08_2022-13_20_18,-14.0,60,60,4.97652601388998e-14,42.29905895815447,27.48421052631579,27.568421052631574,21.070175438596493,21.273684210526312,21.070175438596493,21.273684210526312,27.48421052631579,27.568421052631574,8.024561403508768,8.880701754385967
Wisconsin Breast Cancer Database,19_08_2022-13_22_48,-13.0,60,60,0.0,41.37442606651653,25.371929824561402,25.645614035087718,19.171929824561406,19.319298245614036,19.171929824561406,19.319298245614036,25.371929824561402,25.645614035087718,7.414035087719295,8.305263157894737
Wisconsin Breast Cancer Database,19_08_2022-13_25_11,-12.0,60,60,0.0,40.34308785666773,23.06666666666667,23.087719298245613,17.07017543859649,17.021052631578947,17.07017543859649,17.021052631578947,23.06666666666667,23.087719298245613,6.905263157894737,7.557894736842108
Wisconsin Breast Cancer Database,19_08_2022-13_27_41,-11.0,60,60,0.0,39.194485513877545,21.10175438596491,21.17192982456141,14.782456140350874,14.873684210526317,14.782456140350874,14.873684210526317,21.10175438596491,21.17192982456141,6.249122807017549,6.8105263157894775
Wisconsin Breast Cancer Database,19_08_2022-13_30_15,-10.0,60,60,0.0,37.91773968571457,18.680701754385964,18.92631578947368,12.705263157894741,13.0280701754386,12.705263157894741,13.0280701754386,18.680701754385964,18.92631578947368,5.6245614035087765,6.480701754385965
Wisconsin Breast Cancer Database,19_08_2022-13_32_40,-9.0,60,60,0.0,36.50197482994447,16.305263157894736,16.600000000000005,10.81052631578947,10.94385964912281,10.81052631578947,10.94385964912281,16.305263157894736,16.600000000000005,4.97894736842105,5.561403508771933
Wisconsin Breast Cancer Database,19_08_2022-13_35_11,-8.0,60,60,0.0,34.93680661506458,14.298245614035087,14.607017543859646,8.94385964912281,9.266666666666667,8.94385964912281,9.266666666666667,14.298245614035087,14.607017543859646,4.800000000000004,5.200000000000005
Wisconsin Breast Cancer Database,19_08_2022-13_35_47,-7.0,60,60,0.0,33.213044280320645,12.53333333333333,12.8421052631579,7.9298245614035086,8.442105263157895,7.9298245614035086,8.442105263157895,12.53333333333333,12.8421052631579,4.315789473684206,5.05964912280702
Wisconsin Breast Cancer Database,19_08_2022-13_36_14,-6.0,60,60,0.0,31.323666617053764,10.1719298245614,10.5719298245614,6.5929824561403505,7.0982456140350925,6.5929824561403505,7.0982456140350925,10.1719298245614,10.5719298245614,3.926315789473689,4.410526315789475
Wisconsin Breast Cancer Database,19_08_2022-13_36_46,-5.0,60,60,0.0,29.265130236705396,9.080701754385966,9.340350877192982,5.877192982456137,6.171929824561406,5.877192982456137,6.171929824561406,9.080701754385966,9.340350877192982,3.5333333333333328,4.066666666666663
