Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Heart Diseases Database,18_08_2022-04_33_21,-30.0,45,6.708203932499369,29.75951428144072,49.52647459440689,48.473333333333336,48.32666666666666,46.733333333333334,47.02666666666667,49.026666666666664,49.18666666666667,48.473333333333336,48.32666666666666,46.67333333333333,46.92666666666667
Heart Diseases Database,18_08_2022-04_33_37,-29.0,45,6.708203932499369,27.579521231211846,49.46869935662585,48.153333333333336,48.24666666666667,45.67333333333333,46.19333333333333,48.16666666666667,48.540000000000006,48.153333333333336,48.24666666666667,45.879999999999995,46.64
Heart Diseases Database,18_08_2022-04_33_58,-28.0,45,6.708203932499369,25.240501769020618,49.40387595880223,48.473333333333336,48.68666666666667,45.220000000000006,45.84666666666667,47.86,48.3,48.473333333333336,48.68666666666667,45.10666666666666,46.21333333333333
Heart Diseases Database,18_08_2022-04_34_17,-27.0,45,6.708203932499369,22.7585073633277,49.33114500796554,47.23333333333334,47.553333333333335,44.85333333333333,45.4,47.68,48.026666666666664,47.23333333333334,47.553333333333335,44.46666666666667,45.42666666666667
Heart Diseases Database,18_08_2022-04_34_34,-26.0,45,6.708203932499369,20.160603201522946,49.249542502021285,46.68666666666667,47.86,44.120000000000005,45.04,47.526666666666664,48.28666666666667,46.68666666666667,47.86,43.92,44.69333333333333
Heart Diseases Database,18_08_2022-04_36_09,-25.0,45,6.708203932499369,17.486806837558984,49.157987169712946,47.07333333333333,47.873333333333335,44.08,44.81333333333334,47.94666666666667,48.41333333333333,47.07333333333333,47.873333333333335,44.13333333333333,44.879999999999995
Heart Diseases Database,18_08_2022-04_37_44,-24.0,45,6.708203932499369,14.791157957067474,49.055266308771174,46.32666666666667,46.95333333333333,42.56666666666666,43.620000000000005,47.0,47.56,46.32666666666667,46.95333333333333,42.26,43.153333333333336
Heart Diseases Database,18_08_2022-04_39_18,-23.0,45,6.708203932499369,12.141147717750634,48.940019956718565,46.473333333333336,46.79333333333333,42.273333333333326,42.92666666666667,47.14,47.553333333333335,46.473333333333336,46.79333333333333,42.233333333333334,42.68666666666666
Heart Diseases Database,18_08_2022-04_40_55,-22.0,45,6.708203932499369,9.614660066458562,48.81072321585093,45.726666666666674,46.12666666666667,41.44,42.14666666666667,46.666666666666664,46.89333333333333,45.726666666666674,46.12666666666667,41.54,42.14
Heart Diseases Database,18_08_2022-04_42_31,-21.0,45,6.708203932499369,7.293768171171106,48.66566654242234,45.940000000000005,46.44666666666667,40.07333333333334,41.20666666666667,46.199999999999996,46.78666666666666,45.940000000000005,46.44666666666667,39.98666666666667,41.29333333333334
Heart Diseases Database,18_08_2022-04_44_04,-20.0,45,6.708203932499369,5.2553298093252945,48.50293380137488,44.99999999999999,45.18666666666667,39.413333333333334,40.44,46.120000000000005,46.8,44.99999999999999,45.18666666666667,39.42,40.5
Heart Diseases Database,18_08_2022-04_45_38,-19.0,45,6.708203932499369,3.559380094169547,48.32037788410737,44.68,45.013333333333335,37.83333333333333,39.126666666666665,45.58,46.379999999999995,44.68,45.013333333333335,38.0,39.346666666666664
