Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Heart Diseases Database,16_02_2022-18_59_54,-20.0,60,60,27.57298625288876,49.55820149669978,49.56666666666667,50.43333333333333,49.56666666666667,50.43333333333333,49.56666666666667,50.43333333333333,49.56666666666667,50.43333333333333,47.8,49.26666666666667
Heart Diseases Database,16_02_2022-19_03_21,-15.0,60,60,16.81723130117883,49.237468691257014,49.86666666666667,48.93333333333333,49.86666666666667,48.93333333333333,49.86666666666667,48.93333333333333,49.86666666666667,48.93333333333333,46.666666666666664,47.199999999999996
Heart Diseases Database,16_02_2022-19_06_50,-10.0,60,60,5.181969605884401,48.55939538721631,48.1,49.23333333333333,48.1,49.23333333333333,48.1,49.23333333333333,48.1,49.23333333333333,42.900000000000006,44.56666666666666
Heart Diseases Database,16_02_2022-19_10_58,-5.0,60,60,0.6770124275107418,47.49666270369315,47.73333333333334,48.33333333333333,47.73333333333334,48.33333333333333,47.73333333333334,48.33333333333333,47.73333333333334,48.33333333333333,39.366666666666674,41.03333333333333
Heart Diseases Database,16_02_2022-19_19_41,0.0,60,60,0.020014660735250572,45.63107529700388,46.3,46.86666666666667,46.3,46.86666666666667,46.3,46.86666666666667,46.3,46.86666666666667,30.066666666666663,32.96666666666667
Heart Diseases Database,16_02_2022-19_34_32,5.0,60,60,2.2347639720291887e-06,42.234980372557324,39.63333333333333,42.43333333333334,39.63333333333333,42.43333333333334,39.63333333333333,42.43333333333334,39.63333333333333,42.43333333333334,20.199999999999996,24.26666666666667
Heart Diseases Database,16_02_2022-19_44_15,10.0,60,60,3.14563190310461e-17,36.86692709907501,34.53333333333334,37.83333333333333,34.53333333333334,37.83333333333333,34.53333333333334,37.83333333333333,34.53333333333334,37.83333333333333,17.833333333333336,21.066666666666666
