Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Wisconsin Breast Cancer Database,15_03_2022-21_59_10,-30.0,30,0.3,46.47514824910907,49.88227832570193,47.71578947368421,47.75789473684211,46.30350877192983,46.401754385964914,49.714035087719296,49.71052631578947,47.71578947368421,47.75789473684211,49.26666666666667,49.27719298245614
Wisconsin Breast Cancer Database,15_03_2022-22_02_33,-29.0,30,0.3,46.05228203802454,49.868088386478284,47.15964912280701,47.15438596491228,45.50877192982456,45.56666666666666,49.407017543859645,49.3280701754386,47.15964912280701,47.15438596491228,48.75964912280701,48.68771929824561
Wisconsin Breast Cancer Database,15_03_2022-22_05_53,-28.0,30,0.3,45.53301802085962,49.85064268963828,46.92456140350877,47.05964912280701,45.222807017543865,45.42105263157895,49.5,49.540350877192985,46.92456140350877,47.05964912280701,48.83684210526316,48.873684210526314
Wisconsin Breast Cancer Database,15_03_2022-22_09_13,-27.0,30,0.3,45.00781685218271,49.832964099793365,46.7859649122807,46.794736842105266,44.78771929824561,44.97543859649122,49.70526315789474,49.72456140350877,46.7859649122807,46.794736842105266,48.72631578947369,48.8859649122807
Wisconsin Breast Cancer Database,15_03_2022-22_12_36,-26.0,30,0.3,44.413130900883594,49.81287663008106,46.164912280701756,46.387719298245614,44.04912280701755,44.35964912280702,49.47543859649123,49.543859649122815,46.164912280701756,46.387719298245614,48.699999999999996,48.72631578947369
Wisconsin Breast Cancer Database,15_03_2022-22_16_05,-25.0,30,0.3,43.738937566857096,49.79004079309533,45.88947368421052,46.026315789473685,43.43859649122807,43.55438596491228,49.54736842105263,49.45263157894737,45.88947368421052,46.026315789473685,48.454385964912284,48.40526315789474
Wisconsin Breast Cancer Database,15_03_2022-22_19_33,-24.0,30,0.3,42.99688714878212,49.76477753300966,44.97543859649122,45.07192982456141,42.67894736842105,42.95789473684211,49.43684210526315,49.50526315789474,44.97543859649122,45.07192982456141,48.24035087719298,48.28421052631578
Wisconsin Breast Cancer Database,15_03_2022-22_23_06,-23.0,30,0.3,42.16889400877106,49.73643521425492,44.30350877192982,44.40701754385965,41.857894736842105,42.26315789473685,49.382456140350875,49.468421052631584,44.30350877192982,44.40701754385965,48.16666666666667,48.38245614035088
Wisconsin Breast Cancer Database,15_03_2022-22_26_40,-22.0,30,0.3,41.16963922607729,49.70212101931719,43.670175438596495,43.61052631578948,40.64210526315789,40.80350877192982,49.10526315789474,48.97543859649123,43.670175438596495,43.61052631578948,47.64912280701754,47.603508771929825
Wisconsin Breast Cancer Database,15_03_2022-22_30_24,-21.0,30,0.3,40.22540413797602,49.669177046694436,42.56315789473685,42.750877192982465,39.410526315789475,39.87543859649123,48.75087719298246,48.9421052631579,42.56315789473685,42.750877192982465,47.38070175438597,47.589473684210525
