Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,21_08_2022-13_10_14,-30.0,30,30,20.534110216851783,48.770861308102184,48.235897435897435,49.815384615384616,47.54871794871794,48.676923076923075,47.54871794871794,48.676923076923075,48.235897435897435,49.815384615384616,44.83076923076923,46.34871794871794
Parkinson Database,21_08_2022-13_10_19,-29.0,30,30,18.141370306400024,48.621020859049246,47.38461538461538,47.44615384615385,45.76410256410256,46.687179487179485,45.76410256410256,46.687179487179485,47.38461538461538,47.44615384615385,43.00512820512821,44.687179487179485
Parkinson Database,21_08_2022-13_10_25,-28.0,30,30,15.69787283570698,48.452953598686946,47.774358974358975,48.36923076923077,46.748717948717946,47.46666666666667,46.748717948717946,47.46666666666667,47.774358974358975,48.36923076923077,43.18974358974359,44.87179487179487
Parkinson Database,21_08_2022-13_10_30,-27.0,30,30,13.243845224181424,48.26445875142753,48.12307692307692,48.02051282051282,46.07179487179487,46.194871794871794,46.07179487179487,46.194871794871794,48.12307692307692,48.02051282051282,42.53333333333333,43.14871794871795
Parkinson Database,21_08_2022-13_10_36,-26.0,30,30,10.836003070816245,48.05307653458433,47.107692307692304,48.256410256410255,44.717948717948715,45.353846153846156,44.717948717948715,45.353846153846156,47.107692307692304,48.256410256410255,40.65641025641026,42.687179487179485
Parkinson Database,21_08_2022-13_10_41,-25.0,30,30,8.545211145120136,47.81606044217768,46.2974358974359,47.61025641025641,44.215384615384615,45.83589743589743,44.215384615384615,45.83589743589743,46.2974358974359,47.61025641025641,39.28205128205128,42.051282051282044
Parkinson Database,21_08_2022-13_10_46,-24.0,30,30,6.449114285402535,47.55034771715258,46.656410256410254,47.31282051282051,43.93846153846154,45.43589743589743,43.93846153846154,45.43589743589743,46.656410256410254,47.31282051282051,39.12820512820513,41.52820512820513
Parkinson Database,21_08_2022-13_10_51,-23.0,30,30,4.620729430782094,47.25252841302884,45.95897435897436,47.18974358974359,43.671794871794866,44.635897435897434,43.671794871794866,44.635897435897434,45.95897435897436,47.18974358974359,38.153846153846146,40.758974358974356
Parkinson Database,21_08_2022-13_10_57,-22.0,30,30,3.114998957914073,46.918813731953804,45.56923076923077,47.02564102564103,42.74871794871795,44.328205128205134,42.74871794871795,44.328205128205134,45.56923076923077,47.02564102564103,36.47179487179487,39.48717948717949
Parkinson Database,21_08_2022-13_11_02,-21.0,30,30,1.9565015349893042,46.545004729804575,44.91282051282052,46.8,41.88717948717948,43.733333333333334,41.88717948717948,43.733333333333334,44.91282051282052,46.8,35.343589743589746,39.01538461538462
Parkinson Database,21_08_2022-13_11_08,-20.0,30,30,1.1328157633686036,46.12646303808785,43.81538461538461,45.702564102564104,40.820512820512825,43.11794871794872,40.820512820512825,43.11794871794872,43.81538461538461,45.702564102564104,33.23076923076923,37.29230769230769
