Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,21_08_2022-13_49_36,-30.0,30,0.3,46.334521953531286,49.87762351559588,47.93846153846154,48.75897435897436,45.47692307692308,49.148717948717945,49.07692307692307,49.38461538461538,47.93846153846154,48.75897435897436,49.23076923076923,49.764102564102565
Parkinson Database,21_08_2022-13_49_41,-29.0,30,0.3,45.888954262861056,49.86269138888131,48.32820512820513,50.4,45.794871794871796,49.75384615384615,50.06153846153847,49.67179487179487,48.32820512820513,50.4,49.50769230769231,50.02051282051282
Parkinson Database,21_08_2022-13_49_46,-28.0,30,0.3,45.389713336423554,49.845937293034105,47.97948717948718,50.05128205128205,44.44102564102565,49.61025641025641,48.87179487179487,49.569230769230764,47.97948717948718,50.05128205128205,48.1025641025641,49.92820512820513
Parkinson Database,21_08_2022-13_49_51,-27.0,30,0.3,44.830534719745735,49.82713892487708,47.42564102564103,50.07179487179487,43.74358974358974,49.85641025641026,48.53333333333333,50.05128205128205,47.42564102564103,50.07179487179487,48.17435897435898,49.85641025641026
Parkinson Database,21_08_2022-13_49_56,-26.0,30,0.3,44.2045056758946,49.80604686054874,47.42564102564103,49.90769230769231,44.071794871794864,49.815384615384616,49.89743589743589,49.85641025641026,47.42564102564103,49.90769230769231,48.56410256410256,50.34871794871795
Parkinson Database,21_08_2022-13_50_02,-25.0,30,0.3,43.50403294201438,49.782381248097074,46.87179487179487,49.98974358974358,43.261538461538464,48.882051282051286,48.9948717948718,49.569230769230764,46.87179487179487,49.98974358974358,48.49230769230769,49.51794871794873
Parkinson Database,21_08_2022-13_50_07,-24.0,30,0.3,42.720825087103584,49.755828097257215,46.89230769230769,49.49743589743589,42.666666666666664,49.90769230769231,49.75384615384615,50.635897435897434,46.89230769230769,49.49743589743589,48.287179487179486,50.17435897435898
Parkinson Database,21_08_2022-13_50_12,-23.0,30,0.3,41.8458982925965,49.72603511757649,46.2974358974359,49.723076923076924,40.95384615384615,49.03589743589743,48.71794871794872,49.90769230769231,46.2974358974359,49.723076923076924,47.58974358974359,49.743589743589745
Parkinson Database,21_08_2022-13_50_17,-22.0,30,0.3,40.869617900964236,49.69260705020246,45.66153846153846,50.17435897435898,40.83076923076923,49.282051282051285,49.323076923076925,49.91794871794871,45.66153846153846,50.17435897435898,47.67179487179487,49.21025641025641
Parkinson Database,21_08_2022-13_50_23,-21.0,30,0.3,39.78179270360541,49.65510043218451,46.092307692307685,49.94871794871795,39.43589743589744,48.789743589743594,48.77948717948718,49.53846153846154,46.092307692307685,49.94871794871795,46.728205128205126,50.09230769230769
Parkinson Database,21_08_2022-13_50_28,-20.0,30,0.3,38.571844839173856,49.61301772490288,44.05128205128205,48.9948717948718,38.9948717948718,48.882051282051286,49.784615384615385,49.661538461538456,44.05128205128205,48.9948717948718,47.51794871794872,49.83589743589744
Parkinson Database,21_08_2022-13_50_33,-19.0,30,0.3,37.22908539402805,49.56580073027217,44.164102564102556,50.37948717948718,36.78974358974359,49.15897435897436,48.82051282051282,49.98974358974358,44.164102564102556,50.37948717948718,46.174358974358974,49.128205128205124
Parkinson Database,21_08_2022-13_50_38,-18.0,30,0.3,35.7431340886663,49.51282320955707,43.08717948717948,49.89743589743589,34.758974358974356,48.215384615384615,48.1025641025641,49.3948717948718,43.08717948717948,49.89743589743589,45.282051282051285,49.343589743589746
Parkinson Database,21_08_2022-13_50_43,-17.0,30,0.3,34.10452995658438,49.45338260995839,42.60512820512821,49.764102564102565,33.58974358974359,49.24102564102564,48.61538461538461,50.11282051282051,42.60512820512821,49.764102564102565,45.27179487179487,49.88717948717949
Parkinson Database,21_08_2022-13_50_48,-16.0,30,0.3,32.305586761263754,49.386690793558415,42.123076923076916,48.91282051282051,31.825641025641026,49.03589743589743,48.01025641025641,49.52820512820513,42.123076923076916,48.91282051282051,44.52307692307692,49.61025641025641
Parkinson Database,21_08_2022-13_50_53,-15.0,30,0.3,30.34154835759339,49.31186365181191,40.32820512820513,49.8051282051282,28.871794871794876,49.01538461538462,47.774358974358975,49.37435897435898,40.32820512820513,49.8051282051282,43.48717948717948,49.743589743589745
Parkinson Database,21_08_2022-13_50_59,-14.0,30,0.3,28.212088886853298,49.22790947649254,39.784615384615385,50.20512820512821,28.656410256410258,48.82051282051282,48.84102564102564,49.764102564102565,39.784615384615385,50.20512820512821,44.08205128205128,49.41538461538462
Parkinson Database,21_08_2022-13_51_04,-13.0,30,0.3,25.92317057281779,49.13371594514055,37.661538461538456,49.92820512820513,25.702564102564107,49.251282051282054,47.58974358974359,50.13333333333334,37.661538461538456,49.92820512820513,42.800000000000004,50.389743589743595
Parkinson Database,21_08_2022-13_51_09,-12.0,30,0.3,23.489204019657514,49.028035565730846,37.09743589743589,49.323076923076925,23.57948717948718,48.830769230769235,46.841025641025645,49.38461538461538,37.09743589743589,49.323076923076925,40.97435897435897,48.97435897435898
Parkinson Database,21_08_2022-13_51_14,-11.0,30,0.3,20.93533622830394,48.909469412025345,35.61025641025641,49.06666666666667,21.446153846153848,47.82564102564103,46.841025641025645,48.728205128205126,35.61025641025641,49.06666666666667,41.158974358974355,49.05641025641025
Parkinson Database,21_08_2022-13_51_19,-10.0,30,0.3,18.29950827106349,48.77644896850619,33.4974358974359,49.6,19.682051282051283,49.46666666666667,45.876923076923084,50.12307692307692,33.4974358974359,49.6,39.64102564102564,49.85641025641026
Parkinson Database,21_08_2022-13_51_25,-9.0,30,0.3,15.633684780943904,48.62721589299921,32.27692307692308,49.15897435897436,17.374358974358973,49.8051282051282,45.46666666666667,50.26666666666666,32.27692307692308,49.15897435897436,38.205128205128204,49.46666666666667
Parkinson Database,21_08_2022-13_51_30,-8.0,30,0.3,13.003412070371562,48.459799497588655,31.18974358974359,49.323076923076925,16.12307692307692,49.86666666666667,45.74358974358974,49.43589743589744,31.18974358974359,49.323076923076925,37.794871794871796,49.61025641025641
Parkinson Database,21_08_2022-13_51_35,-7.0,30,0.3,10.48473594576799,48.27199174656592,29.333333333333332,48.51282051282051,12.810256410256414,50.0,44.1025641025641,49.743589743589745,29.333333333333332,48.51282051282051,34.56410256410256,49.251282051282054
Parkinson Database,21_08_2022-13_51_40,-6.0,30,0.3,8.157715464312894,48.06131957719621,27.589743589743588,48.90256410256411,12.2051282051282,50.05128205128205,44.225641025641025,49.92820512820513,27.589743589743588,48.90256410256411,33.692307692307686,49.26153846153846
Parkinson Database,21_08_2022-13_51_45,-5.0,30,0.3,6.096544313995631,47.82501436991169,24.164102564102564,48.656410256410254,9.948717948717945,49.98974358974358,43.42564102564103,49.53846153846154,24.164102564102564,48.656410256410254,32.06153846153846,49.51794871794873
