Database,Time,SNR,Number of classifiers,Power limit,Lower bound (mismatch probability),Upper bound (mismatch probability),Mismatch probability (trivial),Error probability (trivial),"Mismatch probability (alpha, unit beta)","Error probability (alpha, unit beta)","Mismatch probability (alpha, uniform beta)","Error probability (alpha, uniform beta)","Mismatch probability (alpha, beta)","Error probability (alpha, beta)","Mismatch probability (joint: alpha, beta)","Error probability (joint: alpha, beta)"
Parkinson Database,21_08_2022-13_53_38,-30.0,30,5.477225575051661,34.75500978027513,49.47711711109121,49.29230769230769,50.37948717948718,46.389743589743595,49.97948717948718,48.52307692307692,50.30769230769231,49.29230769230769,50.37948717948718,45.71282051282052,50.676923076923075
Parkinson Database,21_08_2022-13_53_43,-29.0,30,5.477225575051661,33.018647377934954,49.41332064449001,48.16410256410256,49.251282051282054,44.861538461538466,48.73846153846154,47.723076923076924,49.282051282051285,48.16410256410256,49.251282051282054,44.769230769230774,49.52820512820513
Parkinson Database,21_08_2022-13_53_48,-28.0,30,5.477225575051661,31.11858902431226,49.34174185100169,47.65128205128205,49.62051282051282,45.38461538461539,49.815384615384616,47.815384615384616,50.37948717948718,47.65128205128205,49.62051282051282,44.52307692307692,50.0
Parkinson Database,21_08_2022-13_53_54,-27.0,30,5.477225575051661,29.052599710642223,49.261431976086094,48.184615384615384,49.8051282051282,44.820512820512825,49.53846153846154,47.815384615384616,49.57948717948718,48.184615384615384,49.8051282051282,43.72307692307692,50.0
Parkinson Database,21_08_2022-13_53_59,-26.0,30,5.477225575051661,26.8239752612958,49.171326843189156,47.57948717948718,49.97948717948718,43.66153846153846,48.93333333333333,47.16923076923077,49.54871794871794,47.57948717948718,49.97948717948718,42.77948717948718,49.11794871794872
Parkinson Database,21_08_2022-13_54_04,-25.0,30,5.477225575051661,24.443598816942117,49.0702329117881,46.90256410256411,49.73333333333333,44.8,49.0051282051282,48.851282051282055,49.4051282051282,46.90256410256411,49.73333333333333,43.32307692307692,49.33333333333333
Parkinson Database,21_08_2022-13_54_09,-24.0,30,5.477225575051661,21.932210531566867,48.956811692660544,46.092307692307685,49.10769230769231,42.06153846153846,49.589743589743584,46.49230769230769,49.815384615384616,46.092307692307685,49.10769230769231,40.55384615384615,49.57948717948718
Parkinson Database,21_08_2022-13_54_14,-23.0,30,5.477225575051661,19.322610834299777,48.829562343968284,46.03076923076923,48.8,40.379487179487185,48.42051282051282,45.90769230769231,48.92307692307693,46.03076923076923,48.8,39.50769230769231,49.271794871794874
Parkinson Database,21_08_2022-13_54_20,-22.0,30,5.477225575051661,16.661296645251213,48.68680226013842,45.85641025641025,50.779487179487184,40.61538461538462,49.723076923076924,45.83589743589743,49.85641025641026,45.85641025641025,50.779487179487184,38.871794871794876,50.03076923076924
Parkinson Database,21_08_2022-13_54_25,-21.0,30,5.477225575051661,14.008776600195706,48.52664545651342,44.205128205128204,49.33333333333333,38.97435897435897,49.10769230769231,44.96410256410256,49.764102564102565,44.205128205128204,49.33333333333333,37.13846153846154,50.02051282051282
